title;author;date;link;pdf_link;query;search_engine;nr_found;cite_count;doi;Investigate further?
CADP 2011: a toolbox for the construction and analysis of distributed processes;Hubert Garavel,    Frédéric Lang,    Radu Mateescu…;2013;https://link.springer.com/article/10.1007/s10009-012-0244-z;https://link.springer.com/content/pdf/10.1007%2Fs10009-012-0244-z.pdf;mobile+transaction+AND+execution_SpringerLink.csv;SpringerLink;5;76;https://doi.org/10.1007/s10009-012-0244-z;
3D Urban Scene Modeling Integrating Recognition and Reconstruction;Nico Cornelis,    Bastian Leibe,    Kurt Cornelis…;2008;https://link.springer.com/article/10.1007/s11263-007-0081-9;https://link.springer.com/content/pdf/10.1007%2Fs11263-007-0081-9.pdf;mobile+transaction+AND+execution_SpringerLink.csv;SpringerLink;3;117;https://doi.org/10.1007/s11263-007-0081-9;
What is predictability for real-time systems?;John A. Stankovic,    Krithi Ramamritham;1990;https://link.springer.com/article/10.1007/BF01995673;https://link.springer.com/content/pdf/10.1007%2FBF01995673.pdf;mobile+transaction+AND+execution_SpringerLink.csv;SpringerLink;1;107;https://doi.org/10.1007/BF01995673;
Mining Co-Location Patterns with Rare Events from Spatial Data Sets;Yan Huang,    Jian Pei,    Hui Xiong;2006;https://link.springer.com/article/10.1007/s10707-006-9827-8;https://link.springer.com/content/pdf/10.1007%2Fs10707-006-9827-8.pdf;mobile+transaction+AND+execution_SpringerLink.csv;SpringerLink;1;69;https://doi.org/10.1007/s10707-006-9827-8;
A Level-Set Approach to 3D Reconstruction from Range Data;Ross T. Whitaker;1998;https://link.springer.com/article/10.1023/A%3A1008036829907;https://link.springer.com/content/pdf/10.1023%2FA%3A1008036829907.pdf;mobile+transaction+AND+execution_SpringerLink.csv;SpringerLink;4;270;https://doi.org/10.1023/A:1008036829907;
From the Internet of Things to the Web of Things: Resource-oriented Architecture and Best Practices;Dominique Guinard,    Vlad Trifa,    Friedemann Mattern…;2011;https://link.springer.com/chapter/10.1007/978-3-642-19157-2_5;No PDF available;mobile+transaction+AND+execution_SpringerLink.csv;SpringerLink;6;140;https://doi.org/10.1007/978-3-642-19157-2_5;
A survey of millimeter wave communications (mmWave) for 5G: opportunities and challenges;Yong Niu,    Yong Li,    Depeng Jin,    Li Su,    Athanasios V. Vasilakos;2015;https://link.springer.com/article/10.1007/s11276-015-0942-z;https://link.springer.com/content/pdf/10.1007%2Fs11276-015-0942-z.pdf;mobile+transaction+AND+execution_SpringerLink.csv;SpringerLink;3;214;https://doi.org/10.1007/s11276-015-0942-z;
Engineering Contextual Information for Pervasive Multiagent Systems;Gabriella Castelli,    Marco Mamei…;2008;https://link.springer.com/chapter/10.1007/978-3-540-85029-8_15;No PDF available;mobile+transaction+AND+execution_SpringerLink.csv;SpringerLink;6;102;https://doi.org/10.1007/978-3-540-85029-8_15;
The Impacts of Ict on leisure Activities and Travel: A Conceptual Exploration;Patricia L. Mokhtarian,    Ilan Salomon,    Susan L. Handy;2006;https://link.springer.com/article/10.1007/s11116-005-2305-6;https://link.springer.com/content/pdf/10.1007%2Fs11116-005-2305-6.pdf;mobile+transaction+AND+execution_SpringerLink.csv;SpringerLink;1;105;https://doi.org/10.1007/s11116-005-2305-6;
Greedy Randomized Adaptive Search Procedures;Mauricio G. C. Resende,    Celso C. Ribeiro;2003;https://link.springer.com/chapter/10.1007/0-306-48056-5_8;No PDF available;mobile+transaction+AND+execution_SpringerLink.csv;SpringerLink;1;127;https://doi.org/10.1007/0-306-48056-5_8;
RDF Support in the Virtuoso DBMS;Orri Erling,    Ivan Mikhailov;2009;https://link.springer.com/chapter/10.1007/978-3-642-02184-8_2;No PDF available;mobile+transaction+AND+execution_SpringerLink.csv;SpringerLink;1;69;https://doi.org/10.1007/978-3-642-02184-8_2;
A Framework for Adopting Collaboration 2.0 Tools for Virtual Group Decision Making;Efraim Turban,    Ting-Peng Liang,    Shelly P. J. Wu;2011;https://link.springer.com/article/10.1007/s10726-010-9215-5;https://link.springer.com/content/pdf/10.1007%2Fs10726-010-9215-5.pdf;mobile+transaction+AND+execution_SpringerLink.csv;SpringerLink;1;52;https://doi.org/10.1007/s10726-010-9215-5;
QoS provided by the IEEE 802.11 wireless LAN to advanced data applications: a simulation analysis;G. Anastasi,    L. Lenzini;2000;https://link.springer.com/article/10.1023/A%3A1019169010241;https://link.springer.com/content/pdf/10.1023%2FA%3A1019169010241.pdf;mobile+transaction+AND+execution_SpringerLink.csv;SpringerLink;2;54;https://doi.org/10.1023/A:1019169010241;
The service-dominant logic and a hierarchy of operant resources: developing masterful operant resources and implications for marketing strategy;Sreedhar Madhavaram,    Shelby D. Hunt;2008;https://link.springer.com/article/10.1007/s11747-007-0063-z;https://link.springer.com/content/pdf/10.1007%2Fs11747-007-0063-z.pdf;mobile+transaction+AND+execution_SpringerLink.csv;SpringerLink;1;174;https://doi.org/10.1007/s11747-007-0063-z;
Design of Self-Healing Key Distribution Schemes;Carlo Blundo,    Paolo D’Arco,    Alfredo De Santis…;2004;https://link.springer.com/article/10.1023/B%3ADESI.0000029210.20690.3f;https://link.springer.com/content/pdf/10.1023%2FB%3ADESI.0000029210.20690.3f.pdf;mobile+transaction+AND+execution_SpringerLink.csv;SpringerLink;2;60;https://doi.org/10.1023/B:DESI.0000029210.20690.3f;
Controller Area Network (CAN) schedulability analysis: Refuted, revisited and revised;Robert I. Davis,    Alan Burns,    Reinder J. Bril,    Johan J. Lukkien;2007;https://link.springer.com/article/10.1007/s11241-007-9012-7;https://link.springer.com/content/pdf/10.1007%2Fs11241-007-9012-7.pdf;mobile+transaction+AND+execution_SpringerLink.csv;SpringerLink;4;321;https://doi.org/10.1007/s11241-007-9012-7;
PACT XPP—A Self-Reconfigurable Data Processing Architecture;V. Baumgarte,    G. Ehlers,    F. May,    A. Nückel,    M. Vorbach…;2003;https://link.springer.com/article/10.1023/A%3A1024499601571;https://link.springer.com/content/pdf/10.1023%2FA%3A1024499601571.pdf;mobile+transaction+AND+execution_SpringerLink.csv;SpringerLink;1;132;https://doi.org/10.1023/A:1024499601571;
Key-Privacy in Public-Key Encryption;Mihir Bellare,    Alexandra Boldyreva,    Anand Desai…;2001;https://link.springer.com/chapter/10.1007/3-540-45682-1_33;https://link.springer.com/content/pdf/10.1007%2F3-540-45682-1_33.pdf;mobile+transaction+AND+execution_SpringerLink.csv;SpringerLink;2;85;https://doi.org/10.1007/3-540-45682-1_33;
Subtyping for session types in the pi calculus;Simon Gay,    Malcolm Hole;2005;https://link.springer.com/article/10.1007/s00236-005-0177-z;https://link.springer.com/content/pdf/10.1007%2Fs00236-005-0177-z.pdf;mobile+transaction+AND+execution_SpringerLink.csv;SpringerLink;4;100;https://doi.org/10.1007/s00236-005-0177-z;
Managing the co-creation of value;Adrian F. Payne,    Kaj Storbacka,    Pennie Frow;2008;https://link.springer.com/article/10.1007/s11747-007-0070-0;https://link.springer.com/content/pdf/10.1007%2Fs11747-007-0070-0.pdf;mobile+transaction+AND+execution_SpringerLink.csv;SpringerLink;3;1100;https://doi.org/10.1007/s11747-007-0070-0;
Incremental kinesthetic teaching of motion primitives using the motion refinement tube;Dongheui Lee,    Christian Ott;2011;https://link.springer.com/article/10.1007/s10514-011-9234-3;https://link.springer.com/content/pdf/10.1007%2Fs10514-011-9234-3.pdf;mobile+transaction+AND+execution_SpringerLink.csv;SpringerLink;1;76;https://doi.org/10.1007/s10514-011-9234-3;
Discrete-Event Simulation of Health Care Systems;Sheldon H. Jacobson,    Shane N. Hall…;2006;https://link.springer.com/chapter/10.1007/978-0-387-33636-7_8;https://link.springer.com/content/pdf/10.1007%2F978-0-387-33636-7_8.pdf;mobile+transaction+AND+execution_SpringerLink.csv;SpringerLink;1;104;https://doi.org/10.1007/978-0-387-33636-7_8;
Automated Verification Techniques for Probabilistic Systems;Vojtěch Forejt,    Marta Kwiatkowska…;2011;https://link.springer.com/chapter/10.1007/978-3-642-21455-4_3;No PDF available;mobile+transaction+AND+execution_SpringerLink.csv;SpringerLink;3;71;https://doi.org/10.1007/978-3-642-21455-4_3;
MSQL: A Query Language for Database Mining;Tomasz Imieliński,    Aashu Virmani;1999;https://link.springer.com/article/10.1023/A%3A1009816913055;https://link.springer.com/content/pdf/10.1023%2FA%3A1009816913055.pdf;mobile+transaction+AND+execution_SpringerLink.csv;SpringerLink;1;71;https://doi.org/10.1023/A:1009816913055;
Evaluating 2-DNF Formulas on Ciphertexts;Dan Boneh,    Eu-Jin Goh,    Kobbi Nissim;2005;https://link.springer.com/chapter/10.1007/978-3-540-30576-7_18;https://link.springer.com/content/pdf/10.1007%2F978-3-540-30576-7_18.pdf;mobile+transaction+AND+execution_SpringerLink.csv;SpringerLink;2;173;https://doi.org/10.1007/978-3-540-30576-7_18;
Artificial intelligence and brain theory: Unities and diversities;Michael A. Arbib;1975;https://link.springer.com/article/10.1007/BF02390972;https://link.springer.com/content/pdf/10.1007%2FBF02390972.pdf;mobile+transaction+AND+execution_SpringerLink.csv;SpringerLink;1;62;https://doi.org/10.1007/BF02390972;
OctoMap: an efficient probabilistic 3D mapping framework based on octrees;Armin Hornung,    Kai M. Wurm,    Maren Bennewitz,    Cyrill Stachniss…;2013;https://link.springer.com/article/10.1007/s10514-012-9321-0;https://link.springer.com/content/pdf/10.1007%2Fs10514-012-9321-0.pdf;mobile+transaction+AND+execution_SpringerLink.csv;SpringerLink;2;486;https://doi.org/10.1007/s10514-012-9321-0;
An Autonomous Robot for Harvesting Cucumbers in Greenhouses;E.J. van Henten,    J. Hemming,    B.A.J. van Tuijl,    J.G. Kornet…;2002;https://link.springer.com/article/10.1023/A%3A1020568125418;https://link.springer.com/content/pdf/10.1023%2FA%3A1020568125418.pdf;mobile+transaction+AND+execution_SpringerLink.csv;SpringerLink;1;139;https://doi.org/10.1023/A:1020568125418;
The Relationship Between Offshore Sourcing and Innovativeness of U.S. Multinational Firms: An Empirical Investigation;Masaaki Kotabe;1990;https://link.springer.com/article/10.1057/palgrave.jibs.8490344;https://link.springer.com/content/pdf/10.1057%2Fpalgrave.jibs.8490344.pdf;mobile+transaction+AND+execution_SpringerLink.csv;SpringerLink;1;109;https://doi.org/10.1057/palgrave.jibs.8490344;
The business model concept: theoretical underpinnings and empirical illustrations;Jonas Hedman,    Thomas Kalling;2003;https://link.springer.com/article/10.1057/palgrave.ejis.3000446;https://link.springer.com/content/pdf/10.1057%2Fpalgrave.ejis.3000446.pdf;mobile+transaction+AND+execution_SpringerLink.csv;SpringerLink;3;232;https://doi.org/10.1057/palgrave.ejis.3000446;
Efficient Object Identification with Passive RFID Tags;Harald Vogt;2002;https://link.springer.com/chapter/10.1007/3-540-45866-2_9;No PDF available;mobile+transaction+AND+execution_SpringerLink.csv;SpringerLink;3;203;https://doi.org/10.1007/3-540-45866-2_9;
Engineering Self-Adaptive Systems through Feedback Loops;Yuriy Brun,    Giovanna Di Marzo Serugendo…;2009;https://link.springer.com/chapter/10.1007/978-3-642-02161-9_3;No PDF available;mobile+transaction+AND+execution_SpringerLink.csv;SpringerLink;3;160;https://doi.org/10.1007/978-3-642-02161-9_3;
Mathematical Model of Foraging in a Group of Robots: Effect of Interference;Kristina Lerman,    Aram Galstyan;2002;https://link.springer.com/article/10.1023/A%3A1019633424543;https://link.springer.com/content/pdf/10.1023%2FA%3A1019633424543.pdf;mobile+transaction+AND+execution_SpringerLink.csv;SpringerLink;1;76;https://doi.org/10.1023/A:1019633424543;
Threshold Signatures, Multisignatures and Blind Signatures Based on the Gap-Diffie-Hellman-Group Signature Scheme;Alexandra Boldyreva;2002;https://link.springer.com/chapter/10.1007/3-540-36288-6_3;https://link.springer.com/content/pdf/10.1007%2F3-540-36288-6_3.pdf;mobile+transaction+AND+execution_SpringerLink.csv;SpringerLink;2;92;https://doi.org/10.1007/3-540-36288-6_3;
Semantic Matching of Web Services Capabilities;Massimo Paolucci,    Takahiro Kawamura,    Terry R. Payne…;2002;https://link.springer.com/chapter/10.1007/3-540-48005-6_26;https://link.springer.com/content/pdf/10.1007%2F3-540-48005-6_26.pdf;mobile+transaction+AND+execution_SpringerLink.csv;SpringerLink;1;288;https://doi.org/10.1007/3-540-48005-6_26;
A Terrain-Covering Algorithm for an AUV;Susan Hert,    Sanjay Tiwari,    Vladimir Lumelsky;1996;https://link.springer.com/chapter/10.1007/978-1-4613-1419-6_2;No PDF available;mobile+transaction+AND+execution_SpringerLink.csv;SpringerLink;2;94;https://doi.org/10.1007/978-1-4613-1419-6_2;
On-line learning and modulation of periodic movements with nonlinear dynamical systems;Andrej Gams,    Auke J. Ijspeert,    Stefan Schaal,    Jadran Lenarčič;2009;https://link.springer.com/article/10.1007/s10514-009-9118-y;https://link.springer.com/content/pdf/10.1007%2Fs10514-009-9118-y.pdf;mobile+transaction+AND+execution_SpringerLink.csv;SpringerLink;3;81;https://doi.org/10.1007/s10514-009-9118-y;
Regional anaesthesia for intraocular surgery;David H. W. Wong;1993;https://link.springer.com/article/10.1007/BF03009701;https://link.springer.com/content/pdf/10.1007%2FBF03009701.pdf;mobile+transaction+AND+execution_SpringerLink.csv;SpringerLink;1;51;https://doi.org/10.1007/BF03009701;
Metamodels for Computer-based Engineering Design: Survey and recommendations;T.W. Simpson,    J.D. Poplinski,    P. N. Koch,    J.K. Allen;2001;https://link.springer.com/article/10.1007/PL00007198;https://link.springer.com/content/pdf/10.1007%2FPL00007198.pdf;mobile+transaction+AND+execution_SpringerLink.csv;SpringerLink;2;813;https://doi.org/10.1007/PL00007198;
Verifiable Delegation of Computation over Large Datasets;Siavosh Benabbas,    Rosario Gennaro,    Yevgeniy Vahlis;2011;https://link.springer.com/chapter/10.1007/978-3-642-22792-9_7;https://link.springer.com/content/pdf/10.1007%2F978-3-642-22792-9_7.pdf;mobile+transaction+AND+execution_SpringerLink.csv;SpringerLink;3;72;https://doi.org/10.1007/978-3-642-22792-9_7;
What and Where: 3D Object Recognition with Accurate Pose;Iryna Gordon,    David G. Lowe;2006;https://link.springer.com/chapter/10.1007/11957959_4;No PDF available;mobile+transaction+AND+execution_SpringerLink.csv;SpringerLink;1;52;https://doi.org/10.1007/11957959_4;
A framework of space–time continuous models for algorithm design in swarm robotics;Heiko Hamann,    Heinz Wörn;2008;https://link.springer.com/article/10.1007/s11721-008-0015-3;https://link.springer.com/content/pdf/10.1007%2Fs11721-008-0015-3.pdf;mobile+transaction+AND+execution_SpringerLink.csv;SpringerLink;4;55;https://doi.org/10.1007/s11721-008-0015-3;
A Distributed Evolutionary Simulated Annealing Algorithm for Combinatorial Optimisation Problems;M. Emin Aydin,    Terence C. Fogarty;2004;https://link.springer.com/article/10.1023/B%3AHEUR.0000026896.44360.f9;https://link.springer.com/content/pdf/10.1023%2FB%3AHEUR.0000026896.44360.f9.pdf;mobile+transaction+AND+execution_SpringerLink.csv;SpringerLink;3;50;https://doi.org/10.1023/B:HEUR.0000026896.44360.f9;
A review on particle swarm optimization algorithms and their applications to data clustering;Sandeep Rana,    Sanjay Jasola,    Rajesh Kumar;2011;https://link.springer.com/article/10.1007/s10462-010-9191-9;https://link.springer.com/content/pdf/10.1007%2Fs10462-010-9191-9.pdf;mobile+transaction+AND+execution_SpringerLink.csv;SpringerLink;1;83;https://doi.org/10.1007/s10462-010-9191-9;
Universal Re-encryption for Mixnets;Philippe Golle,    Markus Jakobsson,    Ari Juels…;2004;https://link.springer.com/chapter/10.1007/978-3-540-24660-2_14;No PDF available;mobile+transaction+AND+execution_SpringerLink.csv;SpringerLink;1;52;https://doi.org/10.1007/978-3-540-24660-2_14;
Online algorithms: a survey;Susanne Albers;2003;https://link.springer.com/article/10.1007/s10107-003-0436-0;https://link.springer.com/content/pdf/10.1007%2Fs10107-003-0436-0.pdf;mobile+transaction+AND+execution_SpringerLink.csv;SpringerLink;1;53;https://doi.org/10.1007/s10107-003-0436-0;
Energy consumption reduction technology in manufacturing — A selective review of policies, standards, and research;Cheol-Woo Park,    Kye-Si Kwon,    Wook-Bae Kim…;2009;https://link.springer.com/article/10.1007/s12541-009-0107-z;https://link.springer.com/content/pdf/10.1007%2Fs12541-009-0107-z.pdf;mobile+transaction+AND+execution_SpringerLink.csv;SpringerLink;1;122;https://doi.org/10.1007/s12541-009-0107-z;
Clean hulls without poisons: Devising and testing nontoxic marine coatings;Robert F. Brady;2000;https://link.springer.com/article/10.1007/BF02698394;https://link.springer.com/content/pdf/10.1007%2FBF02698394.pdf;mobile+transaction+AND+execution_SpringerLink.csv;SpringerLink;1;52;https://doi.org/10.1007/BF02698394;
The Internet of Things—A survey of topics and trends;Andrew Whitmore,    Anurag Agarwal,    Li Da Xu;2015;https://link.springer.com/article/10.1007/s10796-014-9489-2;https://link.springer.com/content/pdf/10.1007%2Fs10796-014-9489-2.pdf;Mobile+transactions+AND+IoT_SpringerLink.csv;SpringerLink;1;294;https://doi.org/10.1007/s10796-014-9489-2;
Internet of Things: Objectives and Scientific Challenges;Hua-Dong Ma;2011;https://link.springer.com/article/10.1007/s11390-011-1189-5;https://link.springer.com/content/pdf/10.1007%2Fs11390-011-1189-5.pdf;Mobile+transactions+AND+IoT_SpringerLink.csv;SpringerLink;4;108;https://doi.org/10.1007/s11390-011-1189-5;
Smart tourism: foundations and developments;Ulrike Gretzel,    Marianna Sigala,    Zheng Xiang,    Chulmo Koo;2015;https://link.springer.com/article/10.1007/s12525-015-0196-8;https://link.springer.com/content/pdf/10.1007%2Fs12525-015-0196-8.pdf;Mobile+transactions+AND+IoT_SpringerLink.csv;SpringerLink;6;137;https://doi.org/10.1007/s12525-015-0196-8;
