title;author;date;link;pdf_link;query;search_engine;nr_found;cite_count;doi;Investigate further?;abstract viewed;
A survey of data replication techniques for mobile ad hoc network databases;Prasanna Padmanabhan,    Le Gruenwald,    Anita Vallur,    Mohammed Atiquzzaman;2008;https://link.springer.com/article/10.1007/s00778-007-0055-0;https://link.springer.com/content/pdf/10.1007%2Fs00778-007-0055-0.pdf;Mobile+transactions+AND+(atomicity+OR+consistency+OR+isolation+OR+durability)_SpringerLink.csv;SpringerLink;13;174;https://doi.org/10.1007/s00778-007-0055-0;y;;
Nested Commits For Mobile Calculi: Extending Join;Roberto Bruni,    Hernán Melgratti…;2004;https://link.springer.com/chapter/10.1007/1-4020-8141-3_43;https://link.springer.com/content/pdf/10.1007%2F1-4020-8141-3_43.pdf;Mobile+transactions+AND+(atomicity+OR+consistency+OR+isolation+OR+durability)_SpringerLink.csv;SpringerLink;9;62;https://doi.org/10.1007/1-4020-8141-3_43;y;;
A Snapshot Algorithm for Mobile Ad Hoc Networks;Dan Wu,    Chi Hong Cheong,    Man Hon Wong;2009;https://link.springer.com/chapter/10.1007/978-3-642-02481-8_15;No PDF available;Mobile+transactions+AND+(atomicity+OR+consistency+OR+isolation+OR+durability)_SpringerLink.csv;SpringerLink;33;524;https://doi.org/10.1007/978-3-642-02481-8_15;y;;
XMIDDLE: A Data-Sharing Middleware for Mobile Computing;Cecilia Mascolo,    Licia Capra,    Stefanos Zachariadis…;2002;https://link.springer.com/article/10.1023/A%3A1015584805733;https://link.springer.com/content/pdf/10.1023%2FA%3A1015584805733.pdf;Mobile+transactions+AND+(atomicity+OR+consistency+OR+isolation+OR+durability)_SpringerLink.csv;SpringerLink;14;75;https://doi.org/10.1023/A:1015584805733;y;;
Sleepers and workaholics: Caching strategies in mobile environments (Extended version);Daniel Barbará Ph.D.,    Tomasz Imieliński Ph.D.;1995;https://link.springer.com/article/10.1007/BF01354876;https://link.springer.com/content/pdf/10.1007%2FBF01354876.pdf;Mobile+transactions+AND+(atomicity+OR+consistency+OR+isolation+OR+durability)_SpringerLink.csv;SpringerLink;10;746;https://doi.org/10.1007/BF01354876;y;;
Data Management in Mobile Peer-to-Peer Networks;Bo Xu,    Ouri Wolfson;2005;https://link.springer.com/chapter/10.1007/978-3-540-31838-5_1;https://link.springer.com/content/pdf/10.1007%2F978-3-540-31838-5_1.pdf;Mobile+transactions+AND+(atomicity+OR+consistency+OR+isolation+OR+durability)_SpringerLink.csv;SpringerLink;13;56;https://doi.org/10.1007/978-3-540-31838-5_1;y;;
Publish/Subscribe in a Mobile Environment;Yongqiang Huang,    Hector Garcia-Molina;2004;https://link.springer.com/article/10.1023/B%3AWINE.0000044025.64654.65;https://link.springer.com/content/pdf/10.1023%2FB%3AWINE.0000044025.64654.65.pdf;Mobile+transactions+AND+(atomicity+OR+consistency+OR+isolation+OR+durability)_SpringerLink.csv;SpringerLink;9;76;https://doi.org/10.1023/B:WINE.0000044025.64654.65;y;;
Cache algorithms based on adaptive invalidation reports for mobile environments;Qinglong Hu,    Dik Lun Lee;1998;https://link.springer.com/article/10.1023/A%3A1019012927328;https://link.springer.com/content/pdf/10.1023%2FA%3A1019012927328.pdf;Mobile+transactions+AND+(atomicity+OR+consistency+OR+isolation+OR+durability)_SpringerLink.csv;SpringerLink;8;101;https://doi.org/10.1023/A:1019012927328;y;;
A Five-Phase Reservation Protocol (FPRP) for Mobile Ad Hoc Networks;Chenxi Zhu,    M.S. Corson;2001;https://link.springer.com/article/10.1023/A%3A1016683928786;https://link.springer.com/content/pdf/10.1023%2FA%3A1016683928786.pdf;Mobile+transactions+AND+(atomicity+OR+consistency+OR+isolation+OR+durability)_SpringerLink.csv;SpringerLink;11;91;https://doi.org/10.1023/A:1016683928786;y;;
Replica Allocation Methods in Ad Hoc Networks with Data Update;Takahiro Hara;2003;https://link.springer.com/article/10.1023/A%3A1024523411884;https://link.springer.com/content/pdf/10.1023%2FA%3A1024523411884.pdf;Mobile+transactions+AND+(atomicity+OR+consistency+OR+isolation+OR+durability)_SpringerLink.csv;SpringerLink;10;67;https://doi.org/10.1023/A:1024523411884;y;;
Mobile Service Clouds: A Self-Managing Infrastructure for Autonomic Mobile Computing Services;Farshad A. Samimi,    Philip K. McKinley…;2006;https://link.springer.com/chapter/10.1007/11767886_10;No PDF available;Mobile+transactions+AND+(atomicity+OR+consistency+OR+isolation+OR+durability)_SpringerLink.csv;SpringerLink;15;58;https://doi.org/10.1007/11767886_10;y;;
Associativity-Based Routing for Ad Hoc Mobile Networks;Chai-Keong Toh;1997;https://link.springer.com/article/10.1023/A%3A1008812928561;https://link.springer.com/content/pdf/10.1023%2FA%3A1008812928561.pdf;Mobile+transactions+AND+(atomicity+OR+consistency+OR+isolation+OR+durability)_SpringerLink.csv;SpringerLink;7;334;https://doi.org/10.1023/A:1008812928561;y;;
A Survey on Data Dissemination in Wireless Sensor Networks;Xiao-Long Zheng,    Meng Wan;2014;https://link.springer.com/article/10.1007/s11390-014-1443-8;https://link.springer.com/content/pdf/10.1007%2Fs11390-014-1443-8.pdf;Mobile+transactions+AND+(atomicity+OR+consistency+OR+isolation+OR+durability)_SpringerLink.csv;SpringerLink;25;194;https://doi.org/10.1007/s11390-014-1443-8;y;;
Fog Computing: A Platform for Internet of Things and Analytics;Flavio Bonomi,    Rodolfo Milito…;2014;https://link.springer.com/chapter/10.1007/978-3-319-05029-4_7;No PDF available;Mobile+transactions+AND+(atomicity+OR+consistency+OR+isolation+OR+durability)_SpringerLink.csv;SpringerLink;7;180;https://doi.org/10.1007/978-3-319-05029-4_7;y;;
Modeling and querying moving objects in networks;Ralf Hartmut Güting,    Victor Teixeira de Almeida,    Zhiming Ding;2006;https://link.springer.com/article/10.1007/s00778-005-0152-x;https://link.springer.com/content/pdf/10.1007%2Fs00778-005-0152-x.pdf;Mobile+transactions+AND+(atomicity+OR+consistency+OR+isolation+OR+durability)_SpringerLink.csv;SpringerLink;9;91;https://doi.org/10.1007/s00778-005-0152-x;y;;
Negotiation-Based Protocols for Disseminating Information in Wireless Sensor Networks;Joanna Kulik,    Wendi Heinzelman,    Hari Balakrishnan;2002;https://link.springer.com/article/10.1023/A%3A1013715909417;https://link.springer.com/content/pdf/10.1023%2FA%3A1013715909417.pdf;Mobile+transactions+AND+(atomicity+OR+consistency+OR+isolation+OR+durability)_SpringerLink.csv;SpringerLink;6;462;https://doi.org/10.1023/A:1013715909417;y;;
The internet of things: a survey;Shancang Li,    Li Da Xu,    Shanshan Zhao;2015;https://link.springer.com/article/10.1007/s10796-014-9492-7;https://link.springer.com/content/pdf/10.1007%2Fs10796-014-9492-7.pdf;Mobile+transactions+AND+(atomicity+OR+consistency+OR+isolation+OR+durability)_SpringerLink.csv;SpringerLink;7;312;https://doi.org/10.1007/s10796-014-9492-7;y;;
Trust Establishment in Ad Hoc and Sensor Networks;Efthimia Aivaloglou,    Stefanos Gritzalis…;2006;https://link.springer.com/chapter/10.1007/11962977_15;No PDF available;Mobile+transactions+AND+(atomicity+OR+consistency+OR+isolation+OR+durability)_SpringerLink.csv;SpringerLink;11;98;https://doi.org/10.1007/11962977_15;y;;
Security Challenges of the Internet of Things;Musa G. Samaila,    Miguel Neto,    Diogo A. B. Fernandes…;2017;https://link.springer.com/chapter/10.1007/978-3-319-50758-3_3;https://link.springer.com/content/pdf/10.1007%2F978-3-319-50758-3_3.pdf;Mobile+transactions+AND+(atomicity+OR+consistency+OR+isolation+OR+durability)_SpringerLink.csv;SpringerLink;19;138;https://doi.org/10.1007/978-3-319-50758-3_3;y;;
QoS Provisioning in Wireless/Mobile Multimedia Networks Using an Adaptive Framework;Taekyoung Kwon,    Yanghee Choi,    Chatschik Bisdikian,    Mahmoud Naghshineh;2003;https://link.springer.com/article/10.1023/A%3A1020877007305;https://link.springer.com/content/pdf/10.1023%2FA%3A1020877007305.pdf;Mobile+transactions+AND+compensation_SpringerLink.csv;SpringerLink;5;64;https://doi.org/10.1023/A:1020877007305;y;;
Low Power Downlink MAC Protocols for Infrastructure Wireless Sensor Networks;Amre El-Hoiydi,    Jean-Dominique Decotignie;2005;https://link.springer.com/article/10.1007/s11036-005-3362-y;https://link.springer.com/content/pdf/10.1007%2Fs11036-005-3362-y.pdf;Mobile+transactions+AND+compensation_SpringerLink.csv;SpringerLink;7;86;https://doi.org/10.1007/s11036-005-3362-y;y;;
A distributed trust management model for mobile P2P networks;Xu Wu;2012;https://link.springer.com/article/10.1007/s12083-011-0103-9;https://link.springer.com/content/pdf/10.1007%2Fs12083-011-0103-9.pdf;Movement+management+AND+transactions_SpringerLink.csv;SpringerLink;7;667;https://doi.org/10.1007/s12083-011-0103-9;y;;
Control Architectures for Fixed and Mobile Networks;Bijan Jabbari,    Sirin Tekinay;1994;https://link.springer.com/chapter/10.1007/978-1-4899-1355-5_11;No PDF available;Movement+management+AND+transactions_SpringerLink.csv;SpringerLink;4;244;https://doi.org/10.1007/978-1-4899-1355-5_11;y;;
Distributed, Physics-Based Control of Swarms of Vehicles;William M. Spears,    Diana F. Spears,    Jerry C. Hamann,    Rodney Heil;2004;https://link.springer.com/article/10.1023/B%3AAURO.0000033970.96785.f2;https://link.springer.com/content/pdf/10.1023%2FB%3AAURO.0000033970.96785.f2.pdf;Movement+management+AND+transactions_SpringerLink.csv;SpringerLink;5;184;https://doi.org/10.1023/B:AURO.0000033970.96785.f2;y;;
A mathematical programming model for system reconfiguration in a dynamic cellular manufacturing environment;Mingyuan Chen;1998;https://link.springer.com/article/10.1023/A%3A1018917109580;https://link.springer.com/content/pdf/10.1023%2FA%3A1018917109580.pdf;Movement+management+AND+transactions_SpringerLink.csv;SpringerLink;1;71;https://doi.org/10.1023/A:1018917109580;y;;
Cooperating Mobile Agents for Dynamic Network Routing;Nelson Minar,    Kwindla Hultman Kramer…;1999;https://link.springer.com/chapter/10.1007/978-3-642-58418-3_12;No PDF available;Movement+management+AND+transactions_SpringerLink.csv;SpringerLink;7;60;https://doi.org/10.1007/978-3-642-58418-3_12;y;;
A Dominating-Set-Based Routing Scheme in Ad Hoc Wireless Networks;Jie Wu,    Hailan Li;2001;https://link.springer.com/article/10.1023/A%3A1016783217662;https://link.springer.com/content/pdf/10.1023%2FA%3A1016783217662.pdf;Movement+management+AND+transactions_SpringerLink.csv;SpringerLink;7;63;https://doi.org/10.1023/A:1016783217662;y;;
Mobile agents: Are they a good idea?;David Chess,    Colin Harrison…;1997;https://link.springer.com/chapter/10.1007/3-540-62852-5_4;No PDF available;Mobile+transactions+AND+(BASE+OR+ACID)_SpringerLink.csv;SpringerLink;11;870;https://doi.org/10.1007/3-540-62852-5_4;y;;
Node deployment strategy optimization for wireless sensor network with mobile base station;Jun Long 龙军,    Wei-hua Gui 桂卫华;2012;https://link.springer.com/article/10.1007/s11771-012-1024-3;https://link.springer.com/content/pdf/10.1007%2Fs11771-012-1024-3.pdf;Mobile+transactions+AND+(BASE+OR+ACID)_SpringerLink.csv;SpringerLink;4;332;https://doi.org/10.1007/s11771-012-1024-3;y;;
Using Signature Techniques for Information Filtering in Wireless and Mobile Environments;Wang-Chien Lee,    Dik Lun Lee;1996;https://link.springer.com/chapter/10.1007/978-0-585-26636-7_2;No PDF available;Mobile+transactions+AND+(BASE+OR+ACID)_SpringerLink.csv;SpringerLink;13;64;https://doi.org/10.1007/978-0-585-26636-7_2;y;;
Authentication Services in Mobile Networks;Etsuo Kawada;2002;https://link.springer.com/article/10.1023/A%3A1019972607764;https://link.springer.com/content/pdf/10.1023%2FA%3A1019972607764.pdf;Mobile+transactions+AND+(BASE+OR+ACID)_SpringerLink.csv;SpringerLink;4;624;https://doi.org/10.1023/A:1019972607764;y;;
A secure incentive protocol for mobile ad hoc networks;Yanchao Zhang,    Wenjing Lou Ph.D.,    Wei Liu,    Yuguang Fang Ph.D.;2007;https://link.springer.com/article/10.1007/s11276-006-6220-3;https://link.springer.com/content/pdf/10.1007%2Fs11276-006-6220-3.pdf;Mobile+transactions+AND+(BASE+OR+ACID)_SpringerLink.csv;SpringerLink;4;322;https://doi.org/10.1007/s11276-006-6220-3;y;;
MRSVP: A Resource Reservation Protocol for an Integrated Services Network with Mobile Hosts;Anup Kumar Talukdar,    B.R. Badrinath,    Arup Acharya;2001;https://link.springer.com/article/10.1023/A%3A1009035929952;https://link.springer.com/content/pdf/10.1023%2FA%3A1009035929952.pdf;Mobile+transactions+AND+(BASE+OR+ACID)_SpringerLink.csv;SpringerLink;4;144;https://doi.org/10.1023/A:1009035929952;y;;
Coverage, Exploration and Deployment by a Mobile Robot and Communication Network;Maxim A. Batalin,    Gaurav S. Sukhatme;2004;https://link.springer.com/article/10.1023/B%3ATELS.0000029038.31947.d1;https://link.springer.com/content/pdf/10.1023%2FB%3ATELS.0000029038.31947.d1.pdf;Mobile+transactions+AND+(BASE+OR+ACID)_SpringerLink.csv;SpringerLink;11;205;https://doi.org/10.1023/B:TELS.0000029038.31947.d1;y;;
Forwarding Group Multicast Protocol (FGMP) for multihop, mobile wireless networks;Ching–Chuan Chiang,    Mario Gerla,    Lixia Zhang;1998;https://link.springer.com/article/10.1023/A%3A1019037500012;https://link.springer.com/content/pdf/10.1023%2FA%3A1019037500012.pdf;Mobile+transactions+AND+(BASE+OR+ACID)_SpringerLink.csv;SpringerLink;6;109;https://doi.org/10.1023/A:1019037500012;y;;
A new approach to the design and analysis of peer‐to‐peer mobile networks;Imrich Chlamtac,    András Faragó;1999;https://link.springer.com/article/10.1023/A%3A1019186624837;https://link.springer.com/content/pdf/10.1023%2FA%3A1019186624837.pdf;Mobile+transactions+AND+(BASE+OR+ACID)_SpringerLink.csv;SpringerLink;4;67;https://doi.org/10.1023/A:1019186624837;y;;
A Survey of Mobile Cloud Computing Applications: Perspectives and Challenges;Yating Wang,    Ing-Ray Chen,    Ding-Chau Wang;2015;https://link.springer.com/article/10.1007/s11277-014-2102-7;https://link.springer.com/content/pdf/10.1007%2Fs11277-014-2102-7.pdf;Mobile+transactions+AND+(BASE+OR+ACID)_SpringerLink.csv;SpringerLink;8;108;https://doi.org/10.1007/s11277-014-2102-7;y;;
Adaptive location updates for mobile sinks in wireless sensor networks;Guojun Wang,    Tian Wang,    Weijia Jia,    Minyi Guo,    Jie Li;2009;https://link.springer.com/article/10.1007/s11227-008-0181-5;https://link.springer.com/content/pdf/10.1007%2Fs11227-008-0181-5.pdf;Mobile+transactions+AND+(BASE+OR+ACID)_SpringerLink.csv;SpringerLink;6;247;https://doi.org/10.1007/s11227-008-0181-5;y;;
Location‐Aided Routing (LAR) in mobile ad hoc networks;Young‐Bae Ko,    Nitin H. Vaidya;2000;https://link.springer.com/article/10.1023/A%3A1019106118419;https://link.springer.com/content/pdf/10.1023%2FA%3A1019106118419.pdf;Mobile+transactions+AND+(BASE+OR+ACID)_SpringerLink.csv;SpringerLink;4;580;https://doi.org/10.1023/A:1019106118419;y;;
Intrusion Detection Techniques for Mobile Wireless Networks;Yongguang Zhang,    Wenke Lee,    Yi-An Huang;2003;https://link.springer.com/article/10.1023/A%3A1024600519144;https://link.springer.com/content/pdf/10.1023%2FA%3A1024600519144.pdf;Mobile+transactions+AND+(BASE+OR+ACID)_SpringerLink.csv;SpringerLink;6;245;https://doi.org/10.1023/A:1024600519144;y;;
An unequal cluster-based routing protocol in wireless sensor networks;Guihai Chen,    Chengfa Li,    Mao Ye,    Jie Wu;2009;https://link.springer.com/article/10.1007/s11276-007-0035-8;https://link.springer.com/content/pdf/10.1007%2Fs11276-007-0035-8.pdf;Mobile+transactions+AND+(BASE+OR+ACID)_SpringerLink.csv;SpringerLink;4;220;https://doi.org/10.1007/s11276-007-0035-8;y;;
Time Limited Blackbox Security: Protecting Mobile Agents From Malicious Hosts;Fritz Hohl;1998;https://link.springer.com/chapter/10.1007/3-540-68671-1_6;No PDF available;Mobile+transactions+AND+(BASE+OR+ACID)_SpringerLink.csv;SpringerLink;4;86;https://doi.org/10.1007/3-540-68671-1_6;y;;
TPGF: geographic routing in wireless multimedia sensor networks;Lei Shu,    Yan Zhang,    Laurence T. Yang,    Yu Wang…;2010;https://link.springer.com/article/10.1007/s11235-009-9227-0;https://link.springer.com/content/pdf/10.1007%2Fs11235-009-9227-0.pdf;Mobile+transactions+AND+(BASE+OR+ACID)_SpringerLink.csv;SpringerLink;11;82;https://doi.org/10.1007/s11235-009-9227-0;y;;
Dynamic QoS Allocation for Multimedia Ad Hoc Wireless Networks;Hsiao-kuang Wu,    Pei-hung Chuang;2001;https://link.springer.com/article/10.1023/A%3A1011482729266;https://link.springer.com/content/pdf/10.1023%2FA%3A1011482729266.pdf;Mobile+transactions+AND+(BASE+OR+ACID)_SpringerLink.csv;SpringerLink;7;893;https://doi.org/10.1023/A:1011482729266;y;;
